Geom;AREA_HA;PARK_ID;PARK_NAME;PARK_URL
"{""type"": ""Polygon"", ""coordinates"": [[[-123.09098952776966, 49.26664059716738], [-123.09085069632795, 49.26663936612844], [-123.09085181780756, 49.2665763988419], [-123.09071381158799, 49.26657533789851], [-123.09071936979632, 49.266240712057986], [-123.09085751251949, 49.266241763892104], [-123.09099565559569, 49.26624300445999], [-123.09098952776966, 49.26664059716738]]]}";0.0819068646024165;238.0;Carolina Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=238
"{""type"": ""Polygon"", ""coordinates"": [[[-123.08157394864783, 49.25530599541148], [-123.07991605088277, 49.25528124424917], [-123.07994298516391, 49.254557542289604], [-123.08160105280265, 49.25458249623624], [-123.08157394864783, 49.25530599541148]]]}";1.13307155216794;89.0;Sunnyside Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=89
"{""type"": ""Polygon"", ""coordinates"": [[[-123.09978731505053, 49.28440021822525], [-123.09943221209792, 49.284476684663495], [-123.09951932613049, 49.28437605532843], [-123.09958194023267, 49.284305196778924], [-123.09965174587849, 49.28419149337871], [-123.09966259062632, 49.284188009190316], [-123.09969672303951, 49.2841886624804], [-123.09980122953425, 49.28419059618159], [-123.09978731505053, 49.28440021822525]]]}";0.0374575997909643;32.0;Wendy Poole Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=32
"{""type"": ""Polygon"", ""coordinates"": [[[-123.06750373885474, 49.27202919378536], [-123.0658452065363, 49.27201668502048], [-123.06585669570467, 49.271353292062265], [-123.06751520578626, 49.271365800673415], [-123.06750373885474, 49.27202919378536]]]}";0.88988691539931;62.0;Victoria Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=62
"{""type"": ""Polygon"", ""coordinates"": [[[-123.17710737865384, 49.25274112493858], [-123.17579368782083, 49.25273540439079], [-123.17580211444196, 49.2520126250392], [-123.17711578448713, 49.25201789575487], [-123.17711148151633, 49.25235153535371], [-123.17711099074542, 49.252406406994325], [-123.17710737865384, 49.25274112493858]]]}";0.768324970009133;42.0;Valdez Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=42
"{""type"": ""Polygon"", ""coordinates"": [[[-123.02949582855838, 49.26930450103312], [-123.02874054392154, 49.269305177112], [-123.0285845040098, 49.26924585652822], [-123.02831022119037, 49.2691406892697], [-123.02782052834993, 49.26855433944799], [-123.02769878936277, 49.26837446477078], [-123.02832828470899, 49.26837427616917], [-123.02832290306024, 49.268554181413826], [-123.02859916997933, 49.26855410436791], [-123.02950977299663, 49.26855364151416], [-123.0294964997805, 49.26927751527684], [-123.02949582855838, 49.26930450103312]]]}";0.894318008948723;78.0;Thunderbird Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=78
"{""type"": ""Polygon"", ""coordinates"": [[[-123.07083083724784, 49.23047261322694], [-123.06897238000695, 49.23045343548888], [-123.0690199377287, 49.22905741506002], [-123.07086802567575, 49.22907524010728], [-123.07083083724784, 49.23047261322694]]]}";2.09567433113939;198.0;Tecumseh Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=198
"{""type"": ""Polygon"", ""coordinates"": [[[-123.09127145164727, 49.257923640982774], [-123.09113334552819, 49.25792240071831], [-123.09113522678857, 49.257831997330214], [-123.0911396272409, 49.25761700823049], [-123.09114340727473, 49.257430813295414], [-123.09128295210996, 49.257458044084764], [-123.09141401003863, 49.25749004708559], [-123.09153201985582, 49.257511987433794], [-123.09174195160422, 49.2575440175013], [-123.09196501569805, 49.25756902136686], [-123.09213595907163, 49.25759802337257], [-123.09230601744731, 49.25763799819526], [-123.09249502636226, 49.257691987434185], [-123.09267394553969, 49.257743016935784], [-123.09279597767964, 49.257794990485735], [-123.092931223097, 49.2578538076327], [-123.09292968418151, 49.25793668447914], [-123.09291462619225, 49.25875166294926], [-123.09125580202203, 49.25873815194918], [-123.09127145164727, 49.257923640982774]]]}";1.56399247562851;140.0;Robson Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=140
"{""type"": ""Polygon"", ""coordinates"": [[[-123.09516916207095, 49.28301691871903], [-123.09349436539851, 49.282985921302895], [-123.09352599846389, 49.28226312434017], [-123.09519939569763, 49.28229412244953], [-123.09516916207095, 49.28301691871903]]]}";0.979110919896282;180.0;Oppenheimer Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=180
"{""type"": ""Polygon"", ""coordinates"": [[[-123.19075899808428, 49.24421051978351], [-123.18813743290485, 49.24419774576337], [-123.18537777340043, 49.244184261386366], [-123.18540014228638, 49.242459810546876], [-123.18815558242203, 49.24247286045909], [-123.19077363359679, 49.242485181078386], [-123.19075899808428, 49.24421051978351]]]}";7.50560613666697;39.0;Memorial West Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=39
"{""type"": ""Polygon"", ""coordinates"": [[[-123.02966410304845, 49.23631568209696], [-123.02908754653484, 49.23685539955192], [-123.02833481207159, 49.23651060095348], [-123.02891048036342, 49.23597172400346], [-123.02966410304845, 49.23631568209696]]]}";0.489274039451405;156.0;Melbourne Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=156
"{""type"": ""Polygon"", ""coordinates"": [[[-123.13915804417897, 49.20563256623285], [-123.1391561463013, 49.205685191014176], [-123.13790199014203, 49.20566650971623], [-123.13791849502283, 49.20518883965644], [-123.13915804417897, 49.20563256623285]]]}";0.269432228104611;124.0;Marpole Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=124
"{""type"": ""Polygon"", ""coordinates"": [[[-123.06560488573939, 49.23629694955166], [-123.06562459207323, 49.235638926984954], [-123.0660806351079, 49.235644046182415], [-123.0660799848637, 49.235671482061775], [-123.06850651593928, 49.23569835864751], [-123.06848884381868, 49.23629971943572], [-123.06609044659152, 49.236274625434916], [-123.06608952160425, 49.236302061468486], [-123.0660891094933, 49.23630206170424], [-123.06560488573939, 49.23629694955166]]]}";1.42644043734557;86.0;Jones Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=86
"{""type"": ""Polygon"", ""coordinates"": [[[-123.1219600445178, 49.25514816457167], [-123.12028961438843, 49.255113512158935], [-123.12031668776994, 49.25439025924679], [-123.12198640643139, 49.2544249210123], [-123.1219600445178, 49.25514816457167]]]}";0.977890042879704;177.0;Heather Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=177
"{""type"": ""Polygon"", ""coordinates"": [[[-123.09681934054768, 49.26443690090322], [-123.09596233193972, 49.26442099272914], [-123.09583494058425, 49.264291117759925], [-123.09503293312177, 49.26428514173589], [-123.09504457417306, 49.263561926671166], [-123.09576548973692, 49.26356752908875], [-123.09589150018996, 49.26369513850475], [-123.09684882266062, 49.26371322095834], [-123.09681934054768, 49.26443690090322]]]}";1.04386703720056;136.0;Guelph Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=136
"{""type"": ""Polygon"", ""coordinates"": [[[-123.13620597891932, 49.26682700816848], [-123.13814604599737, 49.2668560018649], [-123.13814103793483, 49.26774203522766], [-123.1379080003738, 49.26774204375147], [-123.1377219896763, 49.26773803877213], [-123.13757801480226, 49.26772903698758], [-123.13742595839126, 49.267707004293], [-123.13731594912527, 49.26768402191538], [-123.13717900579826, 49.26763499072734], [-123.13706197186546, 49.26757199589763], [-123.13690995347102, 49.267481973148456], [-123.13682104126251, 49.267422991688846], [-123.13674495682497, 49.267371010336966], [-123.13668602024761, 49.267330969569805], [-123.13664798032, 49.267306013300846], [-123.13660005563341, 49.26727198445166], [-123.13655894485723, 49.26724298484236], [-123.13650704648707, 49.267206982605785], [-123.13644504507967, 49.267164967290654], [-123.13639003753408, 49.26711098186688], [-123.13633894478404, 49.267038015518715], [-123.1363050533211, 49.26699596695453], [-123.13626397863628, 49.26693899751465], [-123.13620597891932, 49.26682700816848]]]}";1.05678320404378;45.0;Granville Loop Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=45
"{""type"": ""Polygon"", ""coordinates"": [[[-123.07176130355292, 49.22183364469153], [-123.07173216313343, 49.22256497820488], [-123.0716287821231, 49.22512284651846], [-123.06914637016517, 49.22510185296362], [-123.06923003871115, 49.2225664868701], [-123.06925110820646, 49.221929600172096], [-123.06925770707483, 49.22174789176105], [-123.07176859358674, 49.2216519357032], [-123.07176130355292, 49.22183364469153]]]}";6.89397770904188;194.0;Gordon Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=194
"{""type"": ""Polygon"", ""coordinates"": [[[-123.09522127758731, 49.21317040952228], [-123.0933956034086, 49.213056778451076], [-123.09341845370518, 49.21211087873695], [-123.09376651101721, 49.21211455464567], [-123.09413737476488, 49.212118381831594], [-123.09413662097398, 49.212155263118696], [-123.09524329166439, 49.21216469149618], [-123.09522127758731, 49.21317040952228]]]}";1.43718058214064;184.0;George Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=184
"{""type"": ""Polygon"", ""coordinates"": [[[-123.02916240124947, 49.234243268664066], [-123.02873176325727, 49.23424384432405], [-123.02827023193247, 49.23424441694771], [-123.02827013965648, 49.23410678964631], [-123.02826999551627, 49.23409491595152], [-123.0282721073345, 49.23392013772341], [-123.02827219541548, 49.23383378329802], [-123.02871847582233, 49.233833664221095], [-123.02873237704405, 49.23383371473598], [-123.029164894649, 49.23383534243527], [-123.02916494389915, 49.23391899825165], [-123.02916230702436, 49.23410654088869], [-123.02916240124947, 49.234243268664066]]]}";0.29582210215001;154.0;Foster Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=154
"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-123.03903361820917, 49.28101438516395], [-123.0390358232849, 49.28034154515706], [-123.04387012525385, 49.28034608053278], [-123.04386936089197, 49.28101892009051], [-123.03903361820917, 49.28101438516395]]], [[[-123.03640811701311, 49.28101255267921], [-123.03640966968167, 49.28033881341293], [-123.03861990766028, 49.280341235155404], [-123.03861838475001, 49.281014524684764], [-123.03640811701311, 49.28101255267921]]], [[[-123.04000012950128, 49.28007108117663], [-123.04000119842789, 49.27970974448437], [-123.04124550661925, 49.27971154683159], [-123.04124444663334, 49.28007270362929], [-123.04000012950128, 49.28007108117663]]]]}";4.19747960248796;73.0;Hastings Community Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=73
"{""type"": ""Polygon"", ""coordinates"": [[[-123.08943541426463, 49.2635168770485], [-123.08943250483236, 49.263717067594534], [-123.08939020628462, 49.263744040966635], [-123.08938864029099, 49.26385106712747], [-123.08938964504, 49.26390585974123], [-123.08946151840436, 49.26390637620823], [-123.08951168731703, 49.263906787112596], [-123.08950612116665, 49.26424140404025], [-123.08945595191473, 49.264240993133676], [-123.08922984628255, 49.26423892816534], [-123.0889535722337, 49.26423690138947], [-123.08876045489332, 49.26423525086564], [-123.08876602687579, 49.2639010747351], [-123.08876604812605, 49.26384625704075], [-123.08824224827697, 49.26384194568273], [-123.0882478369654, 49.26350749069089], [-123.08896462781188, 49.263513228644584], [-123.089240897821, 49.263515255396655], [-123.08937901934097, 49.26351640796108], [-123.08943541426463, 49.2635168770485]]]}";0.546686346441697;212.0;Sahalli Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=212
"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-123.1533066416166, 49.20992973310699], [-123.1493850442528, 49.20738710729868], [-123.14913619935736, 49.20727094877322], [-123.14939256546337, 49.20633825494027], [-123.14978004263902, 49.205745964155085], [-123.1498019530874, 49.205729028177316], [-123.14984701360031, 49.20573103774739], [-123.14988799266499, 49.205768038011755], [-123.14989503105242, 49.2058120068932], [-123.14993799694957, 49.20586995910893], [-123.15014398249274, 49.20596700087407], [-123.1503540039551, 49.20605099653301], [-123.15051903057426, 49.206116973500954], [-123.15067504511886, 49.20623503397048], [-123.15083297887907, 49.20635102370189], [-123.15093303652607, 49.20641996249274], [-123.1510579591934, 49.20647600810339], [-123.15115798560389, 49.206534964657216], [-123.15121100500846, 49.20658498917301], [-123.15128304435811, 49.20663498785472], [-123.15132604283058, 49.20666595900898], [-123.15140204344836, 49.20671604327857], [-123.15147404636862, 49.20675399088825], [-123.15154597997899, 49.20680695799143], [-123.1516129797769, 49.20683798749828], [-123.15170403182302, 49.20692303631962], [-123.15175697539986, 49.206947968300426], [-123.15178501377362, 49.20697302383974], [-123.15186705257602, 49.207034970959405], [-123.15191500901915, 49.20709498388554], [-123.15195304727659, 49.207131987277116], [-123.15196804895761, 49.20718799654502], [-123.15198202592244, 49.20724202909311], [-123.15204404407001, 49.2072729749496], [-123.15211101803038, 49.20733197327452], [-123.15222198319859, 49.207413038424534], [-123.15230794872622, 49.2074630190064], [-123.15239398989267, 49.207538000950116], [-123.15244196735965, 49.20760403957363], [-123.1524989511292, 49.2076539674051], [-123.15253302058625, 49.20768899777658], [-123.15261905167633, 49.20776002163311], [-123.15270495355362, 49.20782601002911], [-123.15275801579783, 49.207888984294854], [-123.15280098102548, 49.207945047314794], [-123.15285400331679, 49.207994980208795], [-123.15289204296624, 49.208031983283995], [-123.15293094585262, 49.20809200776222], [-123.15293602249658, 49.2081230285124], [-123.15294502898243, 49.2081800350645], [-123.1529700309244, 49.20824799289392], [-123.15300303754503, 49.20830496765342], [-123.15289805216942, 49.20829197624002], [-123.15279499018692, 49.20835200868947], [-123.15284602957264, 49.20838296863248], [-123.15294598044844, 49.20845199665131], [-123.15290796519511, 49.20853298754282], [-123.15289400413168, 49.2086679984076], [-123.15298097291738, 49.208712041155884], [-123.15306503050195, 49.20876696930368], [-123.15315104867344, 49.208832957203064], [-123.15320495701529, 49.2088759650761], [-123.15320502203978, 49.20889700948022], [-123.15320903992249, 49.208914991140816], [-123.15324201169604, 49.20892403085007], [-123.15330499109764, 49.20893500879171], [-123.15342499227347, 49.208971003345], [-123.15345197492401, 49.20898301849673], [-123.15345299670936, 49.208984006621606], [-123.15352603743922, 49.20902698802501], [-123.15382798852102, 49.20921499991528], [-123.153866033933, 49.209290044650324], [-123.15428294825414, 49.209529973198514], [-123.15444601932634, 49.20969001900743], [-123.15446501499298, 49.2097550160806], [-123.15478596208256, 49.21000496501254], [-123.15490095639524, 49.210068034269405], [-123.15500595091261, 49.21015504070996], [-123.15551230576433, 49.21047888774046], [-123.1555409777025, 49.21050902384072], [-123.15567505168573, 49.210589963660276], [-123.1557536547623, 49.21062294777608], [-123.1556972213527, 49.210821236901474], [-123.15535668821339, 49.210805695490926], [-123.15528996972972, 49.21079768314829], [-123.15521309533224, 49.21078839628876], [-123.1533066416166, 49.20992973310699]]], [[[-123.14642009973737, 49.208486143980615], [-123.14655521329242, 49.20799482953969], [-123.1467269861293, 49.20737076973035], [-123.14680439401118, 49.20708911860115], [-123.14698311768959, 49.20717254756724], [-123.14731859719612, 49.2073290791012], [-123.14765406509066, 49.20748560967202], [-123.147989122452, 49.207641878927355], [-123.14832433345545, 49.207798317920556], [-123.14881789267227, 49.20734422121754], [-123.14881802969204, 49.20734413108807], [-123.14908256090891, 49.20746755624205], [-123.14891581783468, 49.20807433310723], [-123.14883882741393, 49.208354356920296], [-123.14878044278116, 49.20834723590275], [-123.14810721835471, 49.20863866709748], [-123.14807967778853, 49.20861127575591], [-123.14759128716598, 49.20850666489297], [-123.14642009973737, 49.208486143980615]]]]}";9.09715443267121;92.0;Fraser River Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=92
"{""type"": ""Polygon"", ""coordinates"": [[[-123.09846131074168, 49.251951145584925], [-123.09680062813784, 49.251925590249485], [-123.096833199637, 49.25102156087464], [-123.09849507310155, 49.25104621520161], [-123.09846131074168, 49.251951145584925]]]}";1.21630953324147;166.0;Prince Edward Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=166
"{""type"": ""Polygon"", ""coordinates"": [[[-123.04262617989887, 49.249317596274295], [-123.04238860965577, 49.24868217090028], [-123.04238924084726, 49.24861695526948], [-123.04343242130557, 49.24810566584882], [-123.04343740325643, 49.24750389216308], [-123.04343716509224, 49.24750023569194], [-123.04343975648004, 49.24750023111948], [-123.04344837603352, 49.24748184972519], [-123.04330753891306, 49.24748109303419], [-123.04316738880365, 49.247480335914695], [-123.04302723869849, 49.24747957862529], [-123.04302902949793, 49.24716862186754], [-123.04316986572557, 49.24716937889839], [-123.0431710820162, 49.246988484369595], [-123.04317152450677, 49.2466922802649], [-123.04331167237788, 49.24669302838485], [-123.04345113326505, 49.24669378558832], [-123.04359128115223, 49.24669454236428], [-123.04359178937335, 49.24665378568224], [-123.04359399326964, 49.24665380194158], [-123.04359398099476, 49.24663985933875], [-123.04359646826656, 49.24634374439492], [-123.04373661516514, 49.24634450099489], [-123.04387676206798, 49.24634525742486], [-123.04387776420664, 49.246341175907894], [-123.04387797615644, 49.24616481262482], [-123.04388047520054, 49.245868418793634], [-123.04402062083795, 49.24586926500183], [-123.04416832330979, 49.24587010815116], [-123.0441683112747, 49.24585661530794], [-123.04417144530672, 49.24551930189951], [-123.04417265798214, 49.245338497261635], [-123.0441751298492, 49.24502906030355], [-123.04422593159929, 49.24503531504241], [-123.04429110558162, 49.24499938380231], [-123.04429673274774, 49.24469315511304], [-123.0445910509293, 49.24469348625383], [-123.04573829274183, 49.24469838991816], [-123.04573408358175, 49.24503523609178], [-123.04516104945692, 49.24503269098321], [-123.0451598312533, 49.245128139877984], [-123.0451586267847, 49.245223588765775], [-123.045157376481, 49.24522358025925], [-123.04515589736233, 49.245319191166956], [-123.04515441823811, 49.24541480207308], [-123.04457973086349, 49.24541210180808], [-123.04457823664967, 49.24550745184922], [-123.04470359729137, 49.24550809604252], [-123.04470207580971, 49.24560341910852], [-123.04512520315494, 49.24560558437763], [-123.04512368250664, 49.24570093443307], [-123.0451222444873, 49.245796500340155], [-123.04517125415207, 49.24579676903559], [-123.04516980248219, 49.24589233494706], [-123.04520420685436, 49.24589251039042], [-123.04520268657147, 49.24598810331326], [-123.04516934008332, 49.24598791846063], [-123.04516809164527, 49.246080353948855], [-123.04504965433571, 49.24607965628723], [-123.04504842486685, 49.24617808798655], [-123.04516272532263, 49.24617874049146], [-123.04516380814026, 49.24635964676201], [-123.04512238645054, 49.246359403884746], [-123.04512064636899, 49.24647030676766], [-123.04511923065493, 49.24656022364831], [-123.04456257015295, 49.24655718343198], [-123.04455958199226, 49.24674833323568], [-123.0445580190012, 49.246843683280915], [-123.04455645640901, 49.24693948308588], [-123.04455345445449, 49.24713062388679], [-123.04455032841989, 49.24732132396287], [-123.04454876579838, 49.24741712375983], [-123.04496321063341, 49.24741873526649], [-123.04496188200639, 49.24751411220061], [-123.04495735013417, 49.247819394048086], [-123.04481857298506, 49.24781854844511], [-123.04481873696729, 49.24799971228714], [-123.04495682752842, 49.248000468204786], [-123.04509560502585, 49.24800113373704], [-123.04509520329421, 49.24832945972625], [-123.04495711181353, 49.24832870397423], [-123.04481902033694, 49.248327948057124], [-123.04468092894568, 49.24832728192725], [-123.04454283747707, 49.2483265256801], [-123.04454288683912, 49.24838139655173], [-123.04454318219729, 49.248709713252936], [-123.0443386686423, 49.24870948428528], [-123.04433866643481, 49.24977342349531], [-123.0441367122168, 49.24997324070806], [-123.0440011693669, 49.25005151129153], [-123.04381646746396, 49.25008403536195], [-123.04360299923296, 49.25003123679254], [-123.04299758326401, 49.24976901899569], [-123.04262617989887, 49.249317596274295]]]}";6.05874654674536;160.0;Renfrew Ravine Park;http://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=160
